Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
Data Analyst,Business Intelligence| Data Mining| Microsoft SQL Server| Machine Learning| Oracle| SQL| Sybase| Data Warehouse,Ascensus,79,3.099999905,30,PA,"Less than 10,000",Banks and Financial Services
Data Analyst,Microsoft SQL Server| Time Management| R| SQL| Tableau| Data Analysis| Python,Berkadia Commercial Mortgage,48,3.900000095,30,PA,"Less than 10,000",Real Estate
Master Data Analyst/Documentation Specialist,Time Management| Excel,Cisco Meraki,10,4.400000095,28,CA,"Less than 10,000",Internet and Software
Sr. Data Analyst II,Time Management| Business Analysis,IHS,240,3.599999905,30,MI,"10,000+",Banks and Financial Services
Sr. Data Analyst II,Time Management| Business Analysis,IHS Markit,240,3.599999905,30,MI,"10,000+",Banks and Financial Services
Policy Analyst - Economics and Data Focus (Data Analyst),Microsoft Powerpoint| R| SQL| Microsoft Office,State of Washington,209,3.400000095,30,WA,,Government
Data Analyst - CRM,Machine Learning| Microsoft Powerpoint| Project Management| Marketing| Digital Marketing| Omniture| SQL| Excel| Tableau| iWork| Spark| Attribution Modeling,Disney,46,4.300000191,7,CA,"10,000+","Restaurants, Travel and Leisure"
Production Data Analyst,Time Management| Microsoft Powerpoint| Oracle| Tableau| Microsoft Word| Data Analysis,Cambria,87,2.799999952,30,MN,"Less than 10,000",Consumer Goods and Services
Data Analyst II,Data Mining| Microsoft Powerpoint| Power BI| Hadoop| SQL| Excel| Analysis Skills,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Product Data Analyst,SQL| Confluence| Design Experience| Jira,"Level Ex, Inc.",,,30,IL,,
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,41,2.599999905,30,CA,"10,000+",Banks and Financial Services
Senior Data Analyst,Business Intelligence| Ruby| R| Perl| Statisical Analysis| SQL| Tableau| Spark| Python,Snowflake Computing,3,4.300000191,30,CA,,
Digital Services Data Analyst,Business Intelligence| Excel| Tableau,Fremont Bank,106,3.5,28,CA,,Banks and Financial Services
Business / Data Analyst,,Capgemini,6072,3.799999952,29,NJ,"10,000+",Consulting and Business Services
Business / Data Analyst,,Capgemini,6072,3.799999952,30,NJ,"10,000+",Consulting and Business Services
Data Analyst Specialist,Microsoft SQL Server| Visual Basic| Perl| Oracle| SQL,Trinity Health,310,3.5,30,MI,,Health Care
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,41,2.599999905,30,AZ,"10,000+",Banks and Financial Services
Sr Business Data Analyst,Machine Learning| Project Management| R| SQL| Excel| Tableau| T-SQL| QlikView| Data Analysis| Python,DSD Partners Inc,,,12,VA,,
Data Analyst Manager,Perl| SAS| SQL| Data Warehouse| Leadership Experience| Python,Genworth,361,3.700000048,8,VA,,Banks and Financial Services
Integration Data Analyst,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| Power BI| SDLC| SQL| Microsoft Office| Visio| Data Analysis,"C&A Industries, Inc",6,4.300000191,8,MO,,Consulting and Business Services
HR Data Analyst,Data Mining| Machine Learning| R| Statisical Analysis| Python| Workday| Excel| Tableau,NVIDIA,177,4.199999809,30,CA,,Computers and Electronics
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,6072,3.799999952,15,SC,"10,000+",Consulting and Business Services
SMART Data Analyst,Project Management| C/C++| SQL| Data Analysis| Leadership Experience| Programmable Logic Controllers,Arconic,192,2.799999952,2,IA,"10,000+",Industrial Manufacturing
Senior Data Analyst,Supervising Experience| SQL| Tableau,Walmart,157456,3.599999905,27,CA,"10,000+",Retail
Sr. Data Analyst,Microsoft Powerpoint| Tableau,Voya Financial,203,3.400000095,30,GA,,Banks and Financial Services
CLINICAL COORDINATOR (PTO) - Data Analyst,,Mount Sinai Health System,1086,4,19,NY,"10,000+",Health Care
Sr. Data Analyst,Quantitative Analysis| R| SAS| Python| SQL,Convoy,5,4.800000191,30,WA,,
Sr. Data Analyst,JD Edwards| Accounting| Excel,Crown Castle,172,4,12,PA,"Less than 10,000",Telecommunications
Data Analyst III,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Data Analysis,Centene,1134,3.299999952,30,CA,"Less than 10,000",InsuranceHealth Care
Sr Data Analyst - Market Insight & Analytics,Data Mining| Marketing| R| SAS| Microsoft Office| SQL| Supervising Experience| Data Analysis,Blue Cross Blue Shield of Michigan,609,3.900000095,1,MI,,Insurance
Digital Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Microsoft Office| SQL| Excel| Microsoft Access,Union Bank & Trust,65,3.400000095,30,VA,"Less than 10,000",Banks and Financial Services
Data Analyst,R| C/C++| Tableau| Java| .Net| ArcGIS| C#| Data Warehouse| MATLAB| Python,"CSSI, Inc.",,,30,DC,,
"Data Analytics Specialist, Analyst Relations",Performance Marketing| Microsoft Powerpoint| Social Media Management| Quantitative Research| SQL| Tableau,IBM,23472,3.900000095,11,USA,"10,000+",Consulting and Business Services
Clinical Data Analyst,Microsoft SQL Server| SDLC| Excel| SQL,Prime Healthcare,1303,3.700000048,30,CA,"10,000+",Health Care
Global Project Data Analyst (Data Analyst II),Time Management| SQL,Bio-Rad,281,3.700000048,22,CA,"Less than 10,000",Industrial Manufacturing
Data Analyst,Microsoft SQL Server| SDLC| Oracle| SQL| ITIL| Data Analysis,Protective Life Corporation,163,3.799999952,30,AL,,Insurance
"Data Analyst (Jacksonville, FL)",Microsoft SQL Server| Project Management| R| SAS| Oracle| SQL| Microsoft Office| IVR| Python,"Syntelli Solutions, Inc",,,30,NC,,
Sr Digital Data Analyst,Google Analytics| R| Python| SQL| Tableau,"Discovery Communications, LLC",321,4.199999809,30,NY,"Less than 10,000","Media, News and Publishing"
Customer Quality Data Analyst,,Zachary Piper Solutions,,,30,PA,"Less than 10,000",Internet and Software
Senior Data Analyst,Machine Learning| Power BI| SQL,Team Red Dog,,,25,WA,,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,IL,,
"Analyst, Imagery Analytics",R| Python| SQL| Tableau,Wayfair,397,3.400000095,26,MA,"Less than 10,000",Internet and Software
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,41,2.599999905,30,NJ,"10,000+",Banks and Financial Services
Senior Data Analyst,Accounting| Data Mining| SQL,RK,13,3.200000048,30,CO,"Less than 10,000",Construction
Business Data Analyst,Business Intelligence| R| SQL| Tableau| Confluence| Alteryx| Python| Jira,Advance Financial,468,3.900000095,30,TN,"Less than 10,000",Banks and Financial Services
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,24,3.799999952,30,VA,,
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,24,3.799999952,30,VA,,
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,24,3.799999952,30,VA,,
Financial Reporting and Data Analyst,Data Mining| ERP Systems| SAP| R| SQL| Excel| Tableau| Python| Financial Modeling,EBSCO Industries Inc,89,3.700000048,6,NH,,
CL Data Analyst II,Hyperion| R| SAS| SQL| Tableau,Arbella Insurance Group,13,3.799999952,14,MA,,Insurance
Clinical Data Analyst - Precision Medicine,Microsoft SQL Server| Microsoft Powerpoint| SQL| Tableau| Microsoft Word| Data Warehouse| Visio| Informatica,Catholic Health Initiatives,689,3.400000095,5,CO,"10,000+",Health Care
Optical Data Analyst,Software Testing| MATLAB| Image Processing| Signal Processing| Python| C/C++,ASML,189,4,30,CT,"10,000+",Computers and Electronics
"Data Analyst - Atlanta, GA",Machine Learning| Azure| Programmable Logic Controllers| AWS,WestRock,1378,3.400000095,30,GA,"10,000+",Industrial Manufacturing
Data Analyst II,Microsoft SQL Server| SAP| Microsoft Office| Excel,Abbott Laboratories,3285,4.099999905,30,CA,"10,000+",Health Care
"Data Analyst, Global Product Analytics",JavaScript| R| SQL| Tableau,Pearson,1730,3.799999952,30,CO,"10,000+",Education and Schools
Data Analyst,SDLC| SQL| Tableau| Alteryx,T. Rowe Price,348,3.900000095,30,MD,"Less than 10,000",Banks and Financial Services
Junior Metrics and Data Analyst (VG00839) Job,Microsoft SQL Server| Microsoft Powerpoint| Statisical Analysis| SQL| Excel| Microsoft Office| Visio,SAIC,2279,4,16,DC,"10,000+",Aerospace and Defense
Senior Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Project Management| R| Oracle| SAS| Microsoft Office| SQL| Tableau| MySQL| Alteryx| QlikView| Visio| Data Analysis,Washington State Hospital Association (WSHA),,,1,WA,,
Business / Data Analyst,Business Intelligence| SDLC| Excel| SQL| Microsoft Access| Tableau| Data Warehouse| Visio,RBC,2904,4.099999905,22,NJ,"10,000+",Banks and Financial Services
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,NY,,
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,183,3.799999952,21,MI,"Less than 10,000",Consulting and Business Services
Data Analyst & Analytics [Healthcare] for large publicly tra...,Microsoft SQL Server| Visio| Crystal Reports| SQL,"Vertical Careers, Inc.",,,30,IL,,
Retirement Insights Data Analyst,Microsoft Powerpoint| Project Management| Microsoft Office| Tableau,Lincoln Financial Group,735,3.799999952,12,PA,"Less than 10,000",Insurance
Clinical Data Analyst (Temporary with Benefits),,L.A. Care Health Plan,,,16,CA,,
Data Analyst/Architect,,IMTAS,17,3.099999905,30,DC,,
Senior Data Analyst,Quantitative Analysis| R| Python| SQL,Kongregate,,,30,OR,,
Data Analyst/Modeler,Visual Basic| SPARQL| SQL| Excel| Tableau,Nolij Consulting,6,3.299999952,11,VA,,
Health Data Analyst - Senior,Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office,Blue Shield of California,542,3.599999905,27,CA,"Less than 10,000",Health Care
Specialist I - Sr. Business Data Analyst,R| SAS| SQL| Tableau,Vistra Energy,5,4.599999905,21,TX,,
Operations Master Data Analyst - Supply Chain,PeopleSoft| ERP Systems,Ascension Healthcare,457,3.299999952,1,IL,,Health Care
Business Data Analyst,Microsoft Project| Project Management| SQL,George Mason University,407,4.199999809,30,VA,,Education and Schools
Sr. Data Analyst Incentive Program,SAS| SQL| Excel| Microsoft Access,AltaMed,233,3.700000048,30,CA,,Health Care
Business Data Analyst Sr,STATA| Data Mining| R| SAS| SQL| Tableau,University of Utah,430,4.199999809,30,UT,"10,000+",Education and Schools
Business Data Analyst,SQL| Microsoft Office| Analysis Skills| Data Warehouse| Visio| Business Analysis,Willis Towers Watson,779,3.799999952,30,TN,"10,000+",Consulting and Business Services
Data Analyst Population Health,Spark| Data Warehouse| Informatica| Python| SQL,Providence Health & Services,1221,3.700000048,30,WA,"10,000+",Health Care
DATA ANALYST C,Linux| Machine Learning| Shell Scripting| Image Processing| C/C++| Python,University of Pennsylvania,722,4.199999809,30,PA,"10,000+",Education and Schools
Business Integration Data Analyst,Time Management| Visio| Microsoft Office| SQL,Leidos,653,3.700000048,5,AL,"10,000+",Aerospace and Defense
Digital Data Analyst,Google Analytics| Excel| Microsoft Access,AmeriHealth Caritas,373,3.400000095,30,PA,"Less than 10,000",Insurance
Media Science Digital Data Analyst,Statistical Software| R| CPA| SAS| SQL| Microsoft Office| Tableau| STATA| Analysis Skills| SPSS| Data Analysis| Python,"Discovery Communications, LLC",321,4.199999809,19,NY,"Less than 10,000","Media, News and Publishing"
"Data Analyst, Marketing",Salesforce CRM| Business Intelligence| R| SAS| SQL| Excel| Tableau| Alteryx| Python,Experian,330,4.300000191,30,CA,,Internet and Software
Philanthropy Data Analyst (Fundraising),Microsoft SQL Server| Excel| HTML5| Tableau| Application Support,Trinity Health,310,3.5,21,MI,,Health Care
Financial Data Analyst,Analysis Skills,New York State Office of the Attorney General,42,4.199999809,30,NY,,Government
Population Health Data Analyst,Epic| Microsoft Powerpoint| Microsoft Office,Edward-Elmhurst Health,364,4,20,IL,,Health Care
Sr. Data Analyst - Revenue Analytics,,"RentPath, LLC",68,3.200000048,13,GA,,
Senior Data Analyst,Project Planning| Project Management| SQL,National Instruments,244,4,19,TX,"Less than 10,000",Computers and Electronics
IT DATA ANALYST,ITIL,Los Alamos Technical Associates,7,4.099999905,22,DC,,
Data Analyst,Business Intelligence| Data Warehouse| OBIEE| Informatica| Oracle| SQL,PANGEATWO,17,4.099999905,2,AL,,
Senior Data Analyst - Bits,SQL| Data Analysis,Twitch,44,4.5,30,WA,"Less than 10,000","Media, News and Publishing"
"Data Analyst I, Environmental Medicine and Public Health",Management Experience,Mount Sinai Health System,1086,4,12,NY,"10,000+",Health Care
"Data Analyst, Brand Solutions, Analytics",Data Mining| Quantitative Analysis| R| SAS| Python| SQL,Criteo,27,4,14,NY,,
Data Analyst (AKA Lead Quant),Business Intelligence| Google Analytics| SQL| Tableau,Seasoned,5,4.800000191,30,CA,,
Data Analyst | Office of Transformation,SQL| Tableau| Alteryx| QlikView| Data Analysis| Six Sigma Certification,Christiana Care Health Systems,327,4.099999905,23,DE,"10,000+",Health Care
Field Manufacturing Data Analyst,Microsoft Powerpoint| Oracle| Microsoft Office| Excel| Supervising Experience,Niagara Bottling,322,3,30,CA,"Less than 10,000",Food and Beverages
Senior Data Analyst,ISO 9001| Quality Management| Tableau,"Allegro MicroSystems, LLC",54,4.199999809,28,NH,,
Business / Data Analyst,Business Intelligence| SDLC| Excel| SQL| Microsoft Access| Tableau| Data Warehouse| Visio,RBC,2904,4.099999905,30,NJ,"10,000+",Banks and Financial Services
Data Analyst III,Accounting| GAAP| IFRS| Excel,Virtus Partners,19,2.599999905,21,NY,,
"Live Operations Data Analyst, World of Tanks PC",Machine Learning| Data Warehouse| Hadoop| Oracle| Python| SQL| Excel| Tableau,Wargaming.net,11,4,30,TX,,
Sr. Finance Data Analyst,SQL,Johns Manville,231,3.599999905,18,CO,"Less than 10,000",Industrial Manufacturing
Institutional Research Data Analyst,Qualtrics| Power BI| SPSS| Data Mining| SAS,Life Chiropractic College West,15,3,2,CA,,Education and Schools
Supervision Data Analyst - Supervision Group,SharePoint| Visual Basic| SAS| SQL| Excel,Federal Reserve Bank of New York,495,4.099999905,14,NY,"Less than 10,000",Banks and Financial Services
Sr. Data Analyst,Oracle| SAS| Crystal Reports| SQL| Tableau,Meridian Health Plan,155,2.799999952,15,MI,,Health Care
36th EWS Mission Data Analyst,,DCS Corp,46,4.5,30,FL,"Less than 10,000",Aerospace and Defense
Data Analyst / SQL Developer (Data),Linux| Microsoft SQL Server| Perl| SQL| PostgreSQL| Chef| PowerShell| Scripting| Oracle| Java| Data Warehouse| Shell Scripting| Python| DB2,"Digital Management, LLC",127,3.700000048,30,MD,,Internet and Software
Senior Data Analyst,SQL| Data Analysis,Twitch,44,4.5,30,WA,"Less than 10,000","Media, News and Publishing"
"Inside Sales Analyst, Sales & Delivery Analytics",Salesforce CRM| R| Python| SQL| Excel| Tableau,Tesla,1445,3.599999905,11,CA,"10,000+",Industrial Manufacturing
Customer Operations - Data Analyst,Microsoft SQL Server| Data Warehouse| Power BI| Visual Basic| R| Oracle| Python| SQL| Tableau,OneSource Virtual,34,2.900000095,30,TX,,
Risk Data Analyst,Certified Internal Auditor| Microsoft Powerpoint| CPA| RMF| Tableau,Vanguard,740,3.900000095,12,PA,"10,000+",Banks and Financial Services
Health Policy Data Analyst,R| SAS| Excel| SQL| STATA| Data Analysis| Python| Audits,Logistics Management Institute,44,4,19,VA,,
Data Analyst,Statisical Analysis| Excel| Microsoft Office,CRGT Inc.,131,3.400000095,28,DC,"Less than 10,000",Aerospace and Defense
Senior Data Analyst,Hive| Microsoft Powerpoint| Google Analytics| R| SQL| Tableau| Spark| Python,"TrueCar, Inc.",21,3.400000095,30,CA,,
"IT Senior Data Analyst, POS",Data Warehouse| Informatica| Process Improvement| PostgreSQL| Oracle| SQL,Genuine Parts Company,1270,3.700000048,29,GA,,Auto
Senior Data Analyst,Time Management| SQL| Excel| Tableau| Data Analysis| Business Analysis,EBSCO Industries Inc,89,3.700000048,24,MA,,
Sr Mgr I Data Analyst-Tech,Supervising Experience,Walmart,157456,3.599999905,30,AR,"10,000+",Retail
Performance Analytics Analyst,Time Management| Excel,Wyndham Hotels & Resorts,63,3.900000095,20,NJ,,
Data Analyst 3 (Tech),Data Warehouse| SAS| Oracle| SQL| Microsoft Office,"Northwest Permanente, P.C.",,,30,OR,,
Business Intelligence Data Analyst,Time Management| Power BI| Excel,Vitals,27,4.400000095,30,NJ,,
"Sr. Analyst, Data Analytics",Business Intelligence| Microsoft SQL Server| Visual Basic| R| SQL| Microsoft Office| Tableau,Green Dot Corporation,27,3.400000095,30,CA,"Less than 10,000",Banks and Financial Services
"Data Analyst, Impact and Performance Assessment",MySQL| SPSS| Scripting| R| SAS| Python| SQL| Tableau,UJA Federation of New York,17,3.799999952,30,NY,,
Senior Data Analyst,SQL| Tableau,Chapman Cubine Adams & Hussey,,,30,VA,,
Financial Data Analyst,JavaScript| Hyperion| Microsoft SQL Server| Data Mining| Microsoft Powerpoint| R| SAS| Oracle| Excel| Cloud Computing| SQL| Tableau| Visio| Data Analysis| OOP| Financial Modeling,Inovalon,398,3.200000048,30,MD,"Less than 10,000",Health Care
Data Analyst (AKA Lead Quant),Business Intelligence| Google Analytics| SQL| Tableau,Seasoned,5,4.800000191,30,TX,,
Sr. Data Analyst,Business Intelligence| Oracle| SQL| Microsoft Office| Excel| Big Data| Splunk| Data Warehouse| DB2,Alliance Data - Retail,988,3.799999952,27,OH,"Less than 10,000",Banks and Financial Services
Business Data Analyst-Gov't Programs,Microsoft SQL Server| Time Management| Project Management| SDLC| Microsoft Office| Tableau| Analysis Skills,FirstCare Health Plans,37,2.900000095,30,TX,,
Data Analyst II,Microsoft Powerpoint| Visual Basic| R| SQL| Microsoft Word| Accounting| Python,AmTrust Financial Services,158,2.900000095,27,NJ,,Banks and Financial Services
