stop,route,location,lat,lng
CHARLOTTE PIKE & OLD CHARLOTTE PK E,CHARLOTTE,"(36.133316, -86.8915)",36.133316,-86.8915
PORTER RD & EASTLAND AVE  SB,SHELBY,"(36.182625, -86.733334)",36.182625,-86.733334
LEBANON PIKE & CRAIGMEADE DR EB,LEBANON PIKE,"(36.167983, -86.691344)",36.167983,-86.691344
MURFREESBORO PIKE & PLUS PARK BLVD,MURFREESBORO PIKE,"(36.133402, -86.721888)",36.133402,-86.721888
HAMILTON AVE & FORTNEGLY BLVD WB,100 OAKS,"(36.139204, -86.774932)",36.139204,-86.774932
MUSIC CITY CENTRAL 4TH - BAY 20,8TH AVENUE SOUTH,"(36.166545, -86.781895)",36.166545,-86.781895
11TH AVE & 12TH AVE NB,12TH AVENUE SOUTH,"(36.152335, -86.783785)",36.152335,-86.783785
MYATT DR & N DUPONT AVE NB,OLD HICKORY,"(36.266404, -86.689977)",36.266404,-86.689977
LEBANON PIKE & DISPAYNE DR SB,LEBANON PIKE,"(36.172821, -86.649359)",36.172821,-86.649359
ABBOTT MARTIN RD & HILLSBORO PIKE E,BELMONT,"(36.105872, -86.814197)",36.105872,-86.814197
BRILEY PKWY & GENERAL BATE DR WB,8TH AVENUE SOUTH,"(36.110523, -86.783477)",36.110523,-86.783477
SHERIDAN RD & DUGGER DR WB,SHELBY,"(36.192561, -86.712467)",36.192561,-86.712467
40TH AVE N & PRESTON TAYLOR PL SB,HERMAN,"(36.159882, -86.835354)",36.159882,-86.835354
DEMONBREUN ST & 7TH AVE EB,MUSIC CITY GREEN CIRCUIT,"(36.157339, -86.779764)",36.157339,-86.779764
PRESTON DR & CARTER AVE NB,SHELBY,"(36.188475, -86.717767)",36.188475,-86.717767
GALLATIN PK & HAYSBORO AVE NB,GALLATIN PIKE,"(36.230935, -86.72487)",36.230935,-86.72487
WEST END AVE & 28TH AVE S EB,WEST END - WHITE BRIDGE,"(36.145389, -86.81158)",36.145389,-86.81158
OLD HICKORY BLVD & SONYA DR SB,BELLEVUE EXPRESS,"(36.108137, -86.922525)",36.108137,-86.922525
8TH AVE S & CENTRAL ST SB,8TH AVENUE SOUTH,"(36.142204, -86.778845)",36.142204,-86.778845
_ CLIFF DR PAST CLARKSVILLE HWY,BORDEAUX,"(36.19311, -86.828228)",36.19311,-86.828228
BUCHANAN ST & 15TH AVE N WB,BORDEAUX,"(36.180106, -86.808642)",36.180106,-86.808642
11TH AVE N & JANE ST SB,ST. CECILIA - CUMBERLAND,"(36.17808, -86.80311)",36.17808,-86.80311
OPRY MILLS SERVICE COURT 6,OPRY MILLS,"(36.204342, -86.693747)",36.204342,-86.693747
31ST AVE & WEST END AVE SB,UNIVERSITY CONNECTOR,"(36.141776, -86.815005)",36.141776,-86.815005
LAFAYETTE ST & 1ST AVE S EB,MURFREESBORO PIKE,"(36.149651, -86.765113)",36.149651,-86.765113
PICCADILLY ROW & WHITE MOUNTIAN LN,ANTIOCH EXPRESS,"(36.083943, -86.656284)",36.083943,-86.656284
40TH AVE N & CATHERINE JOHNSON PKWY NB,HERMAN,"(36.158204, -86.834186)",36.158204,-86.834186
MURFREESBORO PIKE & MCGAVOCK PIKE E,MURFREESBORO PIKE,"(36.11292, -86.689366)",36.11292,-86.689366
MAIN ST & MCFERRIN AVE EB,GALLATIN PIKE,"(36.176318, -86.756009)",36.176318,-86.756009
JOHN EARLY SCHOOL,ST. CECILIA - CUMBERLAND,"(36.186545, -86.804089)",36.186545,-86.804089
BAILEY MAGNET SCHOOL,LEBANON PIKE,"(36.188416, -86.733916)",36.188416,-86.733916
W. HAMILTON AVE & FLICKER DR WB,WHITES CREEK,"(36.214576, -86.824155)",36.214576,-86.824155
PONDER PL & 10TH AVE N EB,ST. CECILIA - CUMBERLAND,"(36.191732, -86.803821)",36.191732,-86.803821
HWY 70 S & BELLEVUE RD EB,WEST END - BELLEVUE,"(36.075472, -86.940654)",36.075472,-86.940654
MCFERRIN AVE & CARTER ST NB,McFERRIN,"(36.189596, -86.754201)",36.189596,-86.754201
DICKERSON PIKE & FERN AVE NB,DICKERSON ROAD,"(36.198448, -86.770761)",36.198448,-86.770761
HERMITAGE AVE & DECATUR ST EB,LEBANON PIKE,"(36.153558, -86.753688)",36.153558,-86.753688
MCMURRAY DR & HILSON RD EB,TUSCULUM - McMURRAY EXPRESS,"(36.054858, -86.729363)",36.054858,-86.729363
DONELSON PKWY & ROYAL PKWY NB,AIRPORT - DOWNTOWN HOTELS,"(36.145763, -86.666486)",36.145763,-86.666486
CHARLOTTE AVE & 40TH AVE N EB,CHARLOTTE,"(36.152395, -86.833939)",36.152395,-86.833939
ALBION ST & 33RD AVE N WB,UNIVERSITY CONNECTOR,"(36.163323, -86.825945)",36.163323,-86.825945
WOODLAND ST & N 1ST ST WB,SHELBY,"(36.168943, -86.772877)",36.168943,-86.772877
PEABODY STATION OUTBOUND,MURFREESBORO PIKE,"(36.156137, -86.774063)",36.156137,-86.774063
HWY 70 S & BELLEVUE RD WB,WEST END - BELLEVUE,"(36.07547, -86.940301)",36.07547,-86.940301
DICKERSON PIKE & ALHAMBRA CIR SB,DICKERSON ROAD,"(36.219599, -86.762485)",36.219599,-86.762485
21ST AVE S & FAIRFAX AVE SB,HILLSBORO,"(36.134265, -86.801283)",36.134265,-86.801283
HARDING PL & EZELL PK WB,NOLENSVILLE PK BRT LITE,"(36.089125, -86.689419)",36.089125,-86.689419
NASHBORO BLVD & LONGHUNTER CT WB,ANTIOCH EXPRESS,"(36.089812, -86.642535)",36.089812,-86.642535
LEBANON PIKE & SHUTE LN EB,LEBANON PIKE,"(36.214483, -86.604711)",36.214483,-86.604711
BROADWAY AVE & 3RD AVE WB,MUSIC CITY BLUE CIRCUIT,"(36.161616, -86.77595)",36.161616,-86.77595
MEADOW HILL DR & LYTLE DR NB,WHITES CREEK,"(36.221755, -86.825068)",36.221755,-86.825068
BELMONT BLVD & N OBSERVATORY DR NB,BELMONT,"(36.104271, -86.801354)",36.104271,-86.801354
FRANKLIN PIKE & KIRKWOOD AVE SB,8TH AVENUE SOUTH,"(36.121461, -86.775606)",36.121461,-86.775606
BELL RD & PRIEST WOODS DR NB,ANTIOCH EXPRESS,"(36.127327, -86.629488)",36.127327,-86.629488
N 16TH ST & GARTLAND AVE SB,SHELBY,"(36.179065, -86.741661)",36.179065,-86.741661
CHARLOTTE AVE & JO JOHNSTON AVE EB,MIDTOWN,"(36.157382, -86.802656)",36.157382,-86.802656
9TH AVE N & COMMERCE ST SB,RIVERGATE EXPRESS,"(36.159941, -86.783744)",36.159941,-86.783744
VERITAS STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.09787, -86.738613)",36.09787,-86.738613
GLENROSE STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.126078, -86.752845)",36.126078,-86.752845
LEBANON PIKE & HERMITAGE RD NB,OLD HICKORY,"(36.200128, -86.618633)",36.200128,-86.618633
GALLATIN PIKE & DULING AVE SB,GALLATIN PIKE,"(36.26581, -86.711106)",36.26581,-86.711106
BROADWAY AVE & 12TH AVE N WB,WEST END - WHITE BRIDGE,"(36.156729, -86.787427)",36.156729,-86.787427
WHITES CREEK PIKE & AVALON DR NB,WHITES CREEK,"(36.212296, -86.798483)",36.212296,-86.798483
MCFERRIN AVE & W GREENWOOD AVE SB,McFERRIN,"(36.191553, -86.753578)",36.191553,-86.753578
WEST END AVE & LOUISE AVE EB,WEST END - WHITE BRIDGE,"(36.149248, -86.803507)",36.149248,-86.803507
ALBION ST & 21ST AVE N WB,HERMAN,"(36.165924, -86.808661)",36.165924,-86.808661
ANNEX AVE & PREMIER DR EB,CHARLOTTE,"(36.141251, -86.883841)",36.141251,-86.883841
LARKIN SPRINGS RD & NEW PROVIDENCE PASS NB,MADISON CONNECTOR,"(36.258534, -86.684955)",36.258534,-86.684955
GRANNYWHITE PIKE & GRANDVIEW DR NB,8TH AVENUE SOUTH,"(36.107656, -86.794002)",36.107656,-86.794002
RICHARD JONES RD & HILLSBORO PIKE W,BELMONT,"(36.104769, -86.813381)",36.104769,-86.813381
LISCHEY AVE & MARIE ST NB,MERIDIAN,"(36.196629, -86.762686)",36.196629,-86.762686
4TH AVE N & COMMERCE ST SB,LEBANON PIKE,"(36.162511, -86.778241)",36.162511,-86.778241
BRICK CHURCH PIKE & FERN AVE NB,WHITES CREEK,"(36.1956, -86.776631)",36.1956,-86.776631
CHARLOTTE AVE & 31ST AVE N WB,CHARLOTTE,"(36.153216, -86.822015)",36.153216,-86.822015
LEBANON PIKE & DISPAYNE DR EB,LEBANON PIKE,"(36.172506, -86.649527)",36.172506,-86.649527
EDGE HILL AVE & 16TH AVE S WB,BELMONT,"(36.143389, -86.793012)",36.143389,-86.793012
SHELBY AVE & S 17TH ST EB,SHELBY,"(36.170207, -86.74041)",36.170207,-86.74041
N 16TH ST & EASTLAND AVE NB,SHELBY,"(36.182851, -86.740997)",36.182851,-86.740997
HARDING PIKE & MILNER DR EB,GRASSMERE-EDMONDSON CONNECTOR,"(36.077845, -86.731238)",36.077845,-86.731238
LISCHEY AVE & CLEVELAND ST SB,MERIDIAN,"(36.186979, -86.764469)",36.186979,-86.764469
BLAKEMORE AVE & 23RD AVE S WB,UNIVERSITY CONNECTOR,"(36.137872, -86.803089)",36.137872,-86.803089
GRANNY WHITE PIKE & CLIFTON LN NB,12TH AVENUE SOUTH,"(36.113969, -86.792175)",36.113969,-86.792175
MURFREESBORO PIKE & HARDING PL EB,MURFREESBORO PIKE,"(36.098669, -86.659698)",36.098669,-86.659698
JAMES ROBERTSON PKWY & 8TH AVE N WB,HERMAN,"(36.167691, -86.78696)",36.167691,-86.78696
MURFREESBORO PIKE & PARRIS AVE WB,MURFREESBORO PIKE,"(36.144187, -86.748214)",36.144187,-86.748214
WOODMONT BLVD & GEN BATE DR EB,8TH AVENUE SOUTH,"(36.110416, -86.783779)",36.110416,-86.783779
MOUNT VIEW STATION OUTBOUND,MURFREESBORO PIKE,"(36.050377, -86.648455)",36.050377,-86.648455
JEFFERSON ST & I-40 EB,UNIVERSITY CONNECTOR,"(36.167885, -86.817622)",36.167885,-86.817622
DICKERSON PIKE & PINE RIDGE DR SB,DICKERSON ROAD,"(36.221537, -86.761811)",36.221537,-86.761811
22ND AVE N & PATTERSON ST SB,CHARLOTTE,"(36.154016, -86.805493)",36.154016,-86.805493
MURFREESBORO PIKE & STONES RIVER RD,SMYRNA - LA VERGNE EXPRESS,"(36.019614, -86.573641)",36.019614,-86.573641
SNELL BLVD & PANORAMA DR WB,BORDEAUX,"(36.179729, -86.839586)",36.179729,-86.839586
WALLACE RD & TURLEY DR EB,NOLENSVILLE PK BRT LITE,"(36.079049, -86.70844)",36.079049,-86.70844
MURFREESBORO PIKE & DELL PKWY WB,MURFREESBORO PIKE,"(36.107799, -86.676468)",36.107799,-86.676468
10TH AVE S & WALDKIRCH AVE NB,12TH AVENUE SOUTH,"(36.126928, -86.786147)",36.126928,-86.786147
JEFFERSON ST & 26TH AVE N WB,UNIVERSITY CONNECTOR,"(36.16821, -86.816693)",36.16821,-86.816693
NOLENSVILLE PIKE & NORTHCREST DR SB,NOLENSVILLE PK BRT LITE,"(36.065119, -86.71749)",36.065119,-86.71749
MURFREESBORO PIKE & WASHINGTON ST S,MURFREESBORO RELAX & RIDE,"(35.982622, -86.51936)",35.982622,-86.51936
MAINSTREAM DR & FREELAND STN RD EB,METROCENTER,"(36.198855, -86.814192)",36.198855,-86.814192
WEST END AVE & ACKLEN PARK DR WB,WEST END - WHITE BRIDGE,"(36.14094, -86.817421)",36.14094,-86.817421
WEST END AVE & CARDEN AVE EB,WEST END - WHITE BRIDGE,"(36.132223, -86.831601)",36.132223,-86.831601
ALBION ST & ALAMEDA AVE EB,HERMAN,"(36.161813, -86.835546)",36.161813,-86.835546
BUENA VISTA PK & YOUNGS LN NB,BORDEAUX,"(36.203604, -86.820939)",36.203604,-86.820939
ANDERSON RD & MAY DR WB,MADISON CONNECTOR,"(36.272629, -86.69449)",36.272629,-86.69449
BELMONT BLVD & WOODMONT BLVD NB,BELMONT,"(36.113644, -86.799885)",36.113644,-86.799885
SHELBY AVE & 18TH ST WB,SHELBY,"(36.170198, -86.738918)",36.170198,-86.738918
VERITAS STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.097948, -86.738427)",36.097948,-86.738427
HERMITAGE AVE & MIDDLETON ST WB,LEBANON PIKE,"(36.156129, -86.767343)",36.156129,-86.767343
MURFREESBORO PIKE & MARTWAY DR NB,MURFREESBORO PIKE,"(36.078294, -86.64296)",36.078294,-86.64296
ELM HILL PIKE & ELM TREE DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.145528, -86.706175)",36.145528,-86.706175
BELL RD & BLUE HOLE RD WB,HICKORY HOLLOW-LENOX EXPRESS,"(36.046456, -86.676915)",36.046456,-86.676915
OLD HICKORY BLVD & PLANTATION DR SB,OLD HICKORY,"(36.200954, -86.621117)",36.200954,-86.621117
TENNESSEE AVE & 49TH AVE N EB,HERMAN,"(36.160984, -86.846571)",36.160984,-86.846571
INGLEWOOD STATION OUTBOUND,GALLATIN PIKE,"(36.225685, -86.725413)",36.225685,-86.725413
BELL RD & HICKORY HIGHLANDS DR WB,MURFREESBORO PIKE,"(36.059958, -86.640854)",36.059958,-86.640854
LEBANON PIKE & MEDICAL DR EB,LEBANON PIKE,"(36.176823, -86.645222)",36.176823,-86.645222
CLIFTON AVE & 33RD AVE N WB,HERMAN,"(36.159145, -86.824989)",36.159145,-86.824989
11TH AVE & DEMONBREUN SB,12TH AVENUE SOUTH,"(36.155013, -86.785074)",36.155013,-86.785074
SMITH SPRINGS RD & CASTLEGATE DR EB,ANTIOCH EXPRESS,"(36.08902, -86.614278)",36.08902,-86.614278
EDMONDSON PK & ELLINGTON CIRCLE SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.060282, -86.741088)",36.060282,-86.741088
GREENLAND AVE & KENNEDY  AVE,SCOTT,"(36.219216, -86.716988)",36.219216,-86.716988
DIVISION ST & MAGAZINE ST EB,BELMONT,"(36.150857, -86.782815)",36.150857,-86.782815
MERIDIAN ST & GRACE ST SB,MERIDIAN,"(36.182805, -86.768699)",36.182805,-86.768699
CREEKWOOD & CREEKWAY CT SB,BORDEAUX,"(36.21387, -86.845942)",36.21387,-86.845942
JOE PYRON DR & JOE PYRON CT EB,MADISON CONNECTOR,"(36.238584, -86.670609)",36.238584,-86.670609
OLD HICKORY BLVD & NOLENSVILLE PIKE,HICKORY HOLLOW-LENOX EXPRESS,"(36.045511, -86.711339)",36.045511,-86.711339
HWY 70 S & BROOK HOLLOW RD EB,WEST END - BELLEVUE,"(36.094329, -86.881717)",36.094329,-86.881717
JEFFERSON ST & 10TH AVE N EB,MUSIC CITY BLUE CIRCUIT,"(36.172277, -86.795009)",36.172277,-86.795009
DICKERSON PIKE & E TRINTY LN NB,DICKERSON ROAD,"(36.205626, -86.768605)",36.205626,-86.768605
JEFFERSON ST & 6TH AVE N WB,MUSIC CITY BLUE CIRCUIT,"(36.173965, -86.788648)",36.173965,-86.788648
GRASSMERE PARK I EB,GRASSMERE-EDMONDSON CONNECTOR,"(36.086677, -86.752459)",36.086677,-86.752459
CHESTNUT ST & MARTIN ST WB,MIDTOWN,"(36.14307, -86.770883)",36.14307,-86.770883
GALLATIN PIKE & MAPLE ST NB,GALLATIN PIKE,"(36.261113, -86.712488)",36.261113,-86.712488
26TH AVE N & SALEM MASON DR NB,ST. CECILIA - CUMBERLAND,"(36.182047, -86.819382)",36.182047,-86.819382
MURFREESBORO PIKE & ARLINGTON AVE W,MURFREESBORO PIKE,"(36.139797, -86.7347)",36.139797,-86.7347
26TH AVE N & CLARKSVILLE PIKE NB,ST. CECILIA - CUMBERLAND,"(36.185211, -86.818641)",36.185211,-86.818641
SCOTT AVE & MONETTA AVE SB,SCOTT,"(36.200411, -86.732986)",36.200411,-86.732986
22ND AVE N & MURPHY AVE,CHARLOTTE,"(36.154783, -86.80611)",36.154783,-86.80611
ROWAN DR & CROUCH DR NB,WHITES CREEK,"(36.218721, -86.818028)",36.218721,-86.818028
4TH AVE N & BROADWAY AVE SB,ANTIOCH EXPRESS,"(36.161063, -86.777296)",36.161063,-86.777296
FRANKLIN PIKE & CRAIGHEAD ST NB,8TH AVENUE SOUTH,"(36.125923, -86.776888)",36.125923,-86.776888
11TH AVE & LAUREL ST NB,12TH AVENUE SOUTH,"(36.153717, -86.784006)",36.153717,-86.784006
MURFREESBORO PIKE & MT VIEW RD SB,MURFREESBORO RELAX & RIDE,"(36.05434, -86.618866)",36.05434,-86.618866
22ND AVE N & MURPHY AVE,CHARLOTTE,"(36.154739, -86.805918)",36.154739,-86.805918
WOODLAND ST & MCFERRIN AVE EB,SCOTT,"(36.176131, -86.753387)",36.176131,-86.753387
E THOMPSON LN & GLENROSE NB,THOMPSON CONNECTOR,"(36.115479, -86.719325)",36.115479,-86.719325
ELM HILL PIKE & WANDA DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.1506, -86.693653)",36.1506,-86.693653
PORTER RD & PRESTON DR WB,SHELBY,"(36.19602, -86.717558)",36.19602,-86.717558
CLARKSVILLE PIKE & CLIFF DR NB,BORDEAUX,"(36.192056, -86.82853)",36.192056,-86.82853
BRICK CHURCH PIKE & BRICK CHURCH LN,DICKERSON ROAD,"(36.244305, -86.780384)",36.244305,-86.780384
MURFREESBORO PIKE & LESTER AVE EB,MURFREESBORO PIKE,"(36.145537, -86.752851)",36.145537,-86.752851
ANDERSON LN & PRIEST LAKE DR SB,ANTIOCH EXPRESS,"(36.090809, -86.606423)",36.090809,-86.606423
N 1ST ST & JAMES ROBERTSON PKWY NB,WHITES CREEK,"(36.172643, -86.773761)",36.172643,-86.773761
EDGEHILL AVE & 16TH AVE S EB,MIDTOWN,"(36.143311, -86.793199)",36.143311,-86.793199
UNA ANTIOCH PIKE & APOLLO DR SB,ANTIOCH EXPRESS,"(36.07176, -86.664402)",36.07176,-86.664402
LEBANON PIKE & SPENCE LN  WB,LEBANON PIKE,"(36.153425, -86.724436)",36.153425,-86.724436
MURFREESBORO PIKE & MILLWOOD DR EB,MURFREESBORO PIKE,"(36.129522, -86.714961)",36.129522,-86.714961
PICCADILLY ROW & CADOGAN WAY EB,ANTIOCH EXPRESS,"(36.083109, -86.66082)",36.083109,-86.66082
5TH AVE N & JR GILLIAM WAY SB,MUSIC CITY BLUE CIRCUIT,"(36.172987, -86.786627)",36.172987,-86.786627
WOODMONT BLVD & MCNAIRY LN WB,12TH AVENUE SOUTH,"(36.110293, -86.78204)",36.110293,-86.78204
40TH AVE & PRESTON TAYLOR PL NB,HERMAN,"(36.160248, -86.835421)",36.160248,-86.835421
MUSIC CITY CENTRAL 4TH - BAY 19,WEST END - WHITE BRIDGE,"(36.166581, -86.781917)",36.166581,-86.781917
FRANKLIN PIKE & INVERNESS AVE SB,8TH AVENUE SOUTH,"(36.124631, -86.776671)",36.124631,-86.776671
HWY 70 & MONTVIEW CONDOS EB,WEST END - BELLEVUE,"(36.079593, -86.90413)",36.079593,-86.90413
12TH AVE S & EDGEHILL AVE SB,12TH AVENUE SOUTH,"(36.141267, -86.78739)",36.141267,-86.78739
PRESTON DR & CARTER AVE SB,SHELBY,"(36.188479, -86.717963)",36.188479,-86.717963
HARDING PL & TAMPA DR EB,NOLENSVILLE PK BRT LITE,"(36.082531, -86.710672)",36.082531,-86.710672
6TH AVE & DEADERICK ST SB,WEST END - WHITE BRIDGE,"(36.164652, -86.78286)",36.164652,-86.78286
TENNESSEE AVE & 48TH AVE N EB,HERMAN,"(36.161031, -86.84537)",36.161031,-86.84537
HILLSBORO PIKE & GRAYBAR LN SB,HILLSBORO,"(36.111281, -86.811431)",36.111281,-86.811431
MAIN ST & 5TH ST WB,GALLATIN PIKE,"(36.173071, -86.764954)",36.173071,-86.764954
DICKERSON PIKE & DARBYTOWN DR SB,HICKORY HILLS,"(36.267167, -86.756658)",36.267167,-86.756658
LELAND LN & BATTLEFIELD DR SB,12TH AVENUE SOUTH,"(36.11488, -86.786784)",36.11488,-86.786784
DELTA AVE & GARFIELD ST NB,BORDEAUX,"(36.179804, -86.798477)",36.179804,-86.798477
EDMONDSON PIKE & McMURRAY DR NB,TUSCULUM - McMURRAY EXPRESS,"(36.054896, -86.742608)",36.054896,-86.742608
STRATFORD AVE & UPLAND DR SB,SHELBY,"(36.198068, -86.717114)",36.198068,-86.717114
DICKERSON PIKE & DELLWAY VILLA DR N,DICKERSON ROAD,"(36.213799, -86.764334)",36.213799,-86.764334
MURFREESBORO PIKE & SUNSET ST EB,SMYRNA - LA VERGNE EXPRESS,"(36.017932, -86.568408)",36.017932,-86.568408
ANDERSON RD & OWENDALE DR WB,ANTIOCH EXPRESS,"(36.073916, -86.623329)",36.073916,-86.623329
WOODLAND ST & S 2ND ST EB,SHELBY,"(36.169429, -86.771159)",36.169429,-86.771159
CHARLOTTE AVE & 7TH AVE N WB,100 OAKS,"(36.165, -86.78406)",36.165,-86.78406
EDGEMEADE STATION INBOUND,GALLATIN PIKE,"(36.27989, -86.708677)",36.27989,-86.708677
SNELL BLVD & LAGRANGE DR EB,BORDEAUX,"(36.180105, -86.838733)",36.180105,-86.838733
HARDING PL & SHADESCEST DR WB,GRASSMERE-EDMONDSON CONNECTOR,"(36.077233, -86.737478)",36.077233,-86.737478
N 14TH ST & FORREST AVE NB,SCOTT,"(36.177933, -86.745634)",36.177933,-86.745634
VAILVIEW DR & QUALYNN DR SB,DICKERSON ROAD,"(36.23727, -86.770339)",36.23727,-86.770339
NOLENSVILLE PIKE & APRIL LN NB,NOLENSVILLE PK BRT LITE,"(36.055908, -86.715507)",36.055908,-86.715507
RIVERSIDE DR ROSEBANK AVE NB,SHELBY,"(36.186881, -86.725858)",36.186881,-86.725858
N DICKERSON PIKE & CLEVELAND ST SB,WHITES CREEK,"(36.185948, -86.773625)",36.185948,-86.773625
ELM HILL PIKE & TWIN ELMS CT WB,AIRPORT - DOWNTOWN HOTELS,"(36.144151, -86.738014)",36.144151,-86.738014
LEBANON PIKE & OMOHUNDRO DR EB,LEBANON PIKE,"(36.156939, -86.709065)",36.156939,-86.709065
WHITES CREEK PIKE & GREEN LN NB,GOLDEN VALLEY,"(36.235891, -86.816644)",36.235891,-86.816644
LEBANON PIKE & OLD LEBANON RD WB,LEBANON PIKE,"(36.167896, -86.663903)",36.167896,-86.663903
OSAGE ST & 24TH AVE N WB,ST. CECILIA - CUMBERLAND,"(36.176515, -86.81498)",36.176515,-86.81498
LEBANON PIKE & DANYACREST DR SB,LEBANON PIKE,"(36.178744, -86.64485)",36.178744,-86.64485
SHELBY AVE & S 18TH AVE EB,SHELBY,"(36.170091, -86.73921)",36.170091,-86.73921
BELMONT BLVD & CLAIRMONT PL SB,BELMONT,"(36.111923, -86.800279)",36.111923,-86.800279
3RD AVE N & MADISON ST NB,METROCENTER,"(36.176697, -86.785694)",36.176697,-86.785694
DUE WEST STATION OUTBOUND,GALLATIN PIKE,"(36.248611, -86.719893)",36.248611,-86.719893
ZELIDA STATION INBOUND,MURFREESBORO PIKE,"(36.055174, -86.642297)",36.055174,-86.642297
HARDING PIKE & BOSLEY SPRINGS RD WB,WEST END - WHITE BRIDGE,"(36.126788, -86.845188)",36.126788,-86.845188
OPRYLAND HOTEL MAGNOLIA ENTRANCE,OPRY MILLS,"(36.21153, -86.692312)",36.21153,-86.692312
BRANSFORD AVE & WEDGEWOOD AVE NB,100 OAKS,"(36.132468, -86.768817)",36.132468,-86.768817
MYATT DR & DUPONT AVE SB,OLD HICKORY,"(36.266708, -86.690291)",36.266708,-86.690291
NASHBORO BLVD & LONGHUNTER CT EB,ANTIOCH EXPRESS,"(36.089348, -86.642704)",36.089348,-86.642704
FRENCH LANDING DR & VANTAGE WAY NB,METROCENTER,"(36.190224, -86.797234)",36.190224,-86.797234
THOMPSON PL & CATINA DR WB,THOMPSON CONNECTOR,"(36.127309, -86.703813)",36.127309,-86.703813
DICKERSON PK & DONALD ST SB,DICKERSON ROAD,"(36.211723, -86.765295)",36.211723,-86.765295
GREYCROFT AVE & OLD HICKORY BLVD SB,MADISON EXPRESS,"(36.264153, -86.732437)",36.264153,-86.732437
23RD AVE & BUCHANAN ST SB,BORDEAUX,"(36.180613, -86.814645)",36.180613,-86.814645
5TH AVE & DEADERICK ST NB,LEBANON PIKE,"(36.165072, -86.781345)",36.165072,-86.781345
ROYAL PKWY & DONELSON PIKE EB,AIRPORT - DOWNTOWN HOTELS,"(36.145921, -86.66687)",36.145921,-86.66687
JO JOHNSTON AVE & 14TH AVE N WB,MIDTOWN,"(36.163122, -86.796014)",36.163122,-86.796014
RICHARDS RD & LORI DR EB,ANTIOCH EXPRESS,"(36.068659, -86.677808)",36.068659,-86.677808
PREMIER DR & AMERICAN RD EB,CHARLOTTE,"(36.146908, -86.874827)",36.146908,-86.874827
BELL RD & CANE RIDGE DR WB,HICKORY HOLLOW-LENOX EXPRESS,"(36.045112, -86.665627)",36.045112,-86.665627
12TH AVE S & CARUTHERS AVE NB,12TH AVENUE SOUTH,"(36.125676, -86.789251)",36.125676,-86.789251
WHITES CREEK HIGH SCHOOL,HICKORY HILLS,"(36.276203, -86.819009)",36.276203,-86.819009
HERMITAGE AVE & LEA AVE EB,LEBANON PIKE,"(36.156645, -86.768808)",36.156645,-86.768808
GREAT CIRCLE RD & VANTAGE WAY EB,METROCENTER,"(36.193178, -86.791158)",36.193178,-86.791158
OLD HICKORY BLVD & TOLBERT RD NB,BELLEVUE EXPRESS,"(36.106022, -86.922139)",36.106022,-86.922139
HADLEY AVE & N 11TH ST SB,OLD HICKORY,"(36.259836, -86.647866)",36.259836,-86.647866
JAMES ROBERTSON PKWY & 2ND AVE N EB,GALLATIN PIKE,"(36.167617, -86.778428)",36.167617,-86.778428
COUNTRY WAY RD & TIMBER TRAIL DR WB,ANTIOCH EXPRESS,"(36.077206, -86.604734)",36.077206,-86.604734
28TH AVE & PARK PLZ SB,UNIVERSITY CONNECTOR,"(36.149861, -86.817851)",36.149861,-86.817851
MCFERRIN AVE & MAXWELL AVE NB,McFERRIN,"(36.182846, -86.754596)",36.182846,-86.754596
LEBANON PIKE & BONNABROOK DR SB,LEBANON PIKE,"(36.189506, -86.627722)",36.189506,-86.627722
GALLATIN PIKE & SPAIN AVE SB,GALLATIN PIKE,"(36.20003, -86.740595)",36.20003,-86.740595
HERMAN ST & 25TH AVE N WB,HERMAN,"(36.162366, -86.814559)",36.162366,-86.814559
BELL RD & PRIEST LAKE DR NB,ANTIOCH EXPRESS,"(36.081385, -86.629956)",36.081385,-86.629956
GALLATIN PIKE & GREENLAND AVE SB,SCOTT,"(36.222824, -86.725842)",36.222824,-86.725842
MCGAVOCK PIKE & STRATFORD AVE WB,SCOTT,"(36.208029, -86.716987)",36.208029,-86.716987
BROADWAY AVE & LYLE AVE EB,HILLSBORO,"(36.150284, -86.797249)",36.150284,-86.797249
WEST END AVE & LAUDERDALE RD WB,WEST END - WHITE BRIDGE,"(36.130718, -86.836735)",36.130718,-86.836735
LEBANON PIKE & TYLER DR  NB,LEBANON PIKE,"(36.201715, -86.617208)",36.201715,-86.617208
MURFREESBORO PIKE & MAGAVOCK PIKE W,MURFREESBORO PIKE,"(36.113099, -86.689011)",36.113099,-86.689011
DICKERSON PIKE & EVANSTON AVE NB,DICKERSON ROAD,"(36.189992, -86.772929)",36.189992,-86.772929
BAPTIST WORLD CENTER DR & YOUNGS LN NB,WHITES CREEK,"(36.206484, -86.791052)",36.206484,-86.791052
WALLACE RD & LINBAR DR WB,NOLENSVILLE PK BRT LITE,"(36.081379, -86.702372)",36.081379,-86.702372
